"species_id","species_name","identification_reference"
569,"Aedes aegypti","Linnaeus, 1762"
570,"Aedes albopictus","Skuse, 1894"
571,"Aedes atropalpus","Coquillett, 1902"
572,"Aedes cantans","Meigen, 1818"
573,"Aedes caspius","Pallas, 1771"
574,"Aedes cinereus","Meigen, 1818"
575,"Aedes communis","De Geer, 1776"
576,"Aedes detritus","Haliday, 1833"
577,"Aedes dorsalis","Meigen, 1830"
578,"Aedes excrucians","Walker, 1856"
579,"Aedes flavopictus","Yamada, 1921"
580,"Aedes geminus","Peus, 1970"
581,"Aedes japonicus","Theobald, 1901"
582,"Aedes leucomelas","Meigen, 1804"
583,"Aedes riparius","Dyar & Knab, 1907"
584,"Aedes sticticus","Meigen, 1838"
585,"Aedes vexans","Meigen, 1830"
586,"Aedia leucomelas","Linnaeus, 1758"
587,"Aega psora","Linnaeus, 1758"
588,"Aega rosacea","Risso, 1816"
589,"Aegialia arenaria","Fabricius, 1787"
590,"Aegialia mimica","Pittino, 2006"
591,"Aegialia rufa","Fabricius, 1792"
592,"Aegilips romseyensis","Fergusson, 1985"
593,"Aegithalos caudatus","Linnaeus, 1758"
594,"Aegolius funereus","Linnaeus, 1758"
595,"Aegopinella nitens","Michaud, 1831"
596,"Aegopinella nitidula","Draparnaud, 1805"
597,"Aegopinella pura","Alder, 1830"
598,"Aegosoma scabricorne","Scopoli, 1763"
599,"Aegypius monachus","Linnaeus, 1766"
600,"Aelia acuminata","Linnaeus, 1758"
601,"Aelia klugii","Hahn, 1833"
602,"Aellopus atratus","Goeze, 1778"
603,"Aelurillus v-insignitus","Clerck, 1757"
604,"Aelurostrongylus abstrusus","Railliet, 1898"
605,"Aelurostrongylus falciformis","Schlegel, 1933"
606,"Aenigmatias dorni","Enderlein, 1908"
607,"Aenigmatias lubbockii","Verrall, 1877"
608,"Aeolidia filomenae","Kienberger, Carmona, Pola, Padula, Gosliner & Cervera, 2016"
609,"Aeolidia papillosa","Linnaeus, 1761"
610,"Aeolidiella alderi","Cocks, 1852"
611,"Aeolidiella glauca","Alder & Hancock, 1845"
612,"Aeolidiella sanguinea","Norman, 1877"
613,"Aeolosoma beddardi","Michaelsen, 1900"
614,"Aeolosoma evelinae","Marcus, 1944"
615,"Aeolosoma flavum","Stolc, 1903"
616,"Aeolosoma gertae","Marcus, 1944"
617,"Aeolosoma headleyi","Beddard, 1888"
618,"Aeolosoma hemprichi","Ehrenberg, 1831"
619,"Aeolosoma hyalinum","Bunke, 1967"
620,"Aeolosoma japonicum","Yamaguchi, 1953"
621,"Aeolosoma leidyi","Cragin, 1887"
622,"Aeolosoma litorale","Bunke, 1967"
623,"Aeolosoma niveum","Leydig, 1865"
624,"Aeolosoma olivaceum","Bunke, 1967"
625,"Aeolosoma psammophilum","Bunke, 1967"
626,"Aeolosoma quaternarium","Ehrenberg, 1831"
627,"Aeolosoma tenebrarum","Vejdovský, 1880"
628,"Aeolosoma travancorense","Aiyer, 1926"
629,"Aeolosoma variegatum","Vejdovský, 1884"
630,"Aeolosoma viride","Stephenson, 1911"
631,"Aeolothrips albicinctus","Haliday, 1836"
632,"Aeolothrips brevicornis","Bagnall"
633,"Aeolothrips collaris","Priesner, 1919"
634,"Aeolothrips ericae","Bagnall, 1920"
635,"Aeolothrips fasciatus","Linnaeus, 1758"
636,"Aeolothrips faurei","Hood"
637,"Aeolothrips ghabni","Priesner, 1938"
638,"Aeolothrips insularis","Priesner, 1933"
639,"Aeolothrips intermedius","Bagnall, 1934"
640,"Aeolothrips linarius","Priesner, 1948"
641,"Aeolothrips manteli","Titschack, 1962"
642,"Aeolothrips melaleucus","Haliday, 1852"
643,"Aeolothrips meridionalis","Priesner, 1948"
644,"Aeolothrips propinquus","Bagnall, 1924"
645,"Aeolothrips scabiosatibia","Moulton"
646,"Aeolothrips tenuicornis","Bagnall, 1926"
647,"Aeolothrips variicornis","Bagnall"
648,"Aeolothrips versicolor","Uzel, 1895"
649,"Aeolothrips vittatus","Haliday, 1836"
650,"Aeolothrips wittmeri","Priesner, 1935"
651,"Aequipecten opercularis","Linnaeus, 1758"
652,"Aequorea forskalea","Péron & Lesueur, 1810"
653,"Aequorea tenuis","Van Beneden, 1847"
654,"Aequorea vitrina","Gosse, 1853"
655,"Aequsomatus annulatus","Nalepa, 1897"
656,"Aeshna affinis","Vander Linden, 1820"
657,"Aeshna cyanea","Müller, 1764"
658,"Aeshna grandis","Linnaeus, 1758"
659,"Aeshna isoceles","Müller, 1767"
660,"Aeshna juncea","Linnaeus, 1758"
661,"Aeshna mixta","Latreille, 1805"
662,"Aeshna subarctica","Walker, 1908"
663,"Aeshna viridis","Eversmann, 1836"
664,"Aetea anguina","Linnaeus, 1758"
665,"Aethalura punctulata","Denis & Schiffermüller, 1775"
666,"Aethecerus discolor","Wesmael, 1845"
667,"Aethecerus dispar","Wesmael, 1845"
668,"Aethecerus erythrocerus","Gravenhorst, 1820"
669,"Aethecerus longulus","Wesmael, 1845"
670,"Aethecerus nitidus","Wesmael, 1845"
671,"Aethecerus pallicoxa","Thomson, 1891"
672,"Aethecerus placidus","Wesmael, 1845"
673,"Aethes beatricella","Walsingham, 1898"
674,"Aethes bilbaensis","Rössler, 1877"
675,"Aethes cnicana","Westwood, 1854"
676,"Aethes dilucidana","Stephens, 1852"
677,"Aethes flagellana","Duponchel, 1836"
678,"Aethes francillana","Fabricius, 1794"
679,"Aethes hartmanniana","Clerck, 1759"
680,"Aethes margaritana","Haworth, 1811"
681,"Aethes piercei","Obraztsov, 1952"
682,"Aethes rubigana","Treitschke, 1830"
683,"Aethes rutilana","Hübner, 1817"
684,"Aethes smeathmanniana","Fabricius, 1781"
685,"Aethes tesserana","Denis & Schiffermüller, 1775"
686,"Aethes tornella","Walsingham, 1898"
687,"Aethes triangulana","Treitschke, 1835"
688,"Aethes williana","Brahm, 1791"
689,"Aethina tumida","Murray, 1867"
690,"Aetholaimus rotundicauda","De Man, 1880"
691,"Afrephialtes cicatricosus","Ratzeburg, 1848"
692,"Afrolistrophorus apodemi","Fain, 1970"
693,"Agabus affinis","Paykull, 1798"
694,"Agabus biguttatus","Olivier, 1795"
695,"Agabus bipustulatus","Linnaeus, 1767"
696,"Agabus congener","Thunberg, 1794"
697,"Agabus conspersus","Marsham, 1802"
698,"Agabus didymus","Olivier, 1795"
699,"Agabus guttatus","Paykull, 1798"
700,"Agabus labiatus","Brahm, 1790"
701,"Agabus melanarius","Aubé, 1836"
702,"Agabus nebulosus","Forster, 1771"
703,"Agabus paludosus","Fabricius, 1801"
704,"Agabus striolatus","Gyllenhal, 1808"
705,"Agabus sturmii","Gyllenhal, 1808"
706,"Agabus uliginosus","Linnaeus, 1760"
707,"Agabus undulatus","Schrank, 1776"
708,"Agabus unguicularis","Thomson, 1867"
709,"Agalenatea redii","Scopoli, 1763"
710,"Agallia brachyptera","Boheman, 1847"
711,"Agallia consobrina","Curtis, 1833"
712,"Agapanthia cardui","Linnaeus, 1767"
713,"Agapanthia intermedia","Ganglbauer, 1884"
714,"Agapanthia villosoviridescens","De Geer, 1775"
715,"Agapeta hamana","Linnaeus, 1758"
716,"Agapeta zoegana","Linnaeus, 1767"
717,"Agapetus fuscipes","Curtis, 1834"
718,"Agapetus laniger","McLachlan, 1879"
719,"Agapetus ochripes","Curtis, 1834"
720,"Agaricochara latissima","Stephens, 1832"
721,"Agaricophagus cephalotes","Schmidt, 1841"
722,"Agasthenes varitarsus","Gravenhorst, 1829"
723,"Agathidium atrum","Paykull, 1798"
724,"Agathidium badium","Erichson, 1845"
725,"Agathidium confusum","Brisout, 1863"
726,"Agathidium convexum","Sharp, 1866"
727,"Agathidium laevigatum","Erichson, 1845"
728,"Agathidium mandibulare","Sturm, 1807"
729,"Agathidium marginatum","Sturm, 1807"
730,"Agathidium nigrinum","Sturm, 1807"
731,"Agathidium nigripenne","Fabricius, 1792"
732,"Agathidium rotundatum","Gyllenhal, 1827"
733,"Agathidium seminulum","Linnaeus, 1758"
734,"Agathidium varians","Beck, 1817"
735,"Agathis anglica","Marshall, 1885"
736,"Agathis assimilis","Kokujev, 1895"
737,"Agathis breviseta","Nees, 1812"
738,"Agathis fuscipennis","Zetterstedt, 1838"
739,"Agathis griseifrons","Thomson, 1895"
740,"Agathis lugubris","Foerster, 1862"
741,"Agathis malvacearum","Latreille, 1805"
742,"Agathis nigra","Nees, 1812"
743,"Agathis rufipalpis","Nees, 1812"
744,"Agathis syngenesiae","Nees, 1812"
745,"Agathis tibialis","Nees, 1812"
746,"Agathis varipes","Thomson, 1895"
747,"Agathomyia alneti","Ståhls & Rättel, 2014"
748,"Agathomyia antennata","Zetterstedt, 1819"
749,"Agathomyia boreella","Zetterstedt, 1838"
750,"Agathomyia cinerea","Zetterstedt, 1852"
751,"Agathomyia collini","Verrall, 1901"
752,"Agathomyia elegantula","Fallén, 1815"
753,"Agathomyia falleni","Zetterstedt, 1819"
754,"Agathomyia lundbecki","Chandler in Shatalkin, 1985"
755,"Agathomyia sexmaculata","von Roser, 1840"
756,"Agathomyia unicolor","Oldenberg, 1928"
757,"Agathomyia viduella","Zetterstedt, 1838"
758,"Agathomyia wankowiczii","Schnabl, 1884"
759,"Agathomyia woodella","Chandler in Shatalkin, 1985"
760,"Agdistis adactyla","Hübner, 1819"
761,"Agdistis bennetii","Curtis, 1833"
762,"Agelastica alni","Linnaeus, 1758"
763,"Agelena labyrinthica","Clerck, 1757"
764,"Ageniaspis atricollis","Dalman, 1820"
765,"Ageniaspis fuscicollis","Dalman, 1820"
766,"Ageniaspis testaceipes","Ratzeburg, 1848"
767,"Agenioideus apicalis","Vander Linden, 1827"
768,"Agenioideus cinctellus","Spinola, 1808"
769,"Agenioideus sericeus","Vander Linden, 1827"
770,"Agenioideus usurarius","Tournier, 1889"
771,"Aggelma violacea","Zetterstedt, 1838"
772,"Aglais io","Linnaeus, 1758"
773,"Aglais urticae","Linnaeus, 1758"
774,"Aglantha digitale","Müller, 1766"
775,"Aglaophamus agilis","Langerhans, 1880"
776,"Aglaophenia pluma","Linnaeus, 1758"
777,"Aglaostigma aucupariae","Klug, 1817"
778,"Aglaostigma fulvipes","Scopoli, 1763"
779,"Aglaostigma langei","Konow, 1894"
780,"Aglaostigma lichtwardti","Konow, 1892"
781,"Aglenchus agricola","De Man, 1884"
782,"Aglenus brunneus","Gyllenhal, 1813"
783,"Aglia tau","Linnaeus, 1758"
784,"Aglossa caprealis","Hübner, 1809"
785,"Aglossa pinguinalis","Linnaeus, 1758"
786,"Aglyptus rufus","Dalman, 1820"
787,"Agnocoris reclairei","Wagner, 1949"
788,"Agnocoris rubicundus","Fallén, 1807"
789,"Agonia adducta","Haliday, 1839"
790,"Agonopterix alstromeriana","Clerck, 1759"
791,"Agonopterix angelicella","Hübner, 1813"
792,"Agonopterix arenella","Denis & Schiffermüller, 1775"
793,"Agonopterix assimilella","Treitschke, 1832"
794,"Agonopterix atomella","Denis & Schiffermüller, 1775"
795,"Agonopterix capreolella","Zeller, 1839"
796,"Agonopterix ciliella","Stainton, 1849"
797,"Agonopterix cnicella","Treitschke, 1832"
798,"Agonopterix conterminella","Zeller, 1839"
799,"Agonopterix curvipunctosa","Haworth, 1811"
800,"Agonopterix heracliana","Linnaeus, 1758"
801,"Agonopterix kaekeritziana","Linnaeus, 1767"
802,"Agonopterix laterella","Denis & Schiffermüller, 1775"
803,"Agonopterix liturosa","Haworth, 1811"
804,"Agonopterix nanatella","Stainton, 1849"
805,"Agonopterix nervosa","Haworth, 1811"
806,"Agonopterix ocellana","Fabricius, 1775"
807,"Agonopterix oinochroa","Turati, 1879"
808,"Agonopterix pallorella","Zeller, 1839"
809,"Agonopterix propinquella","Treitschke, 1835"
810,"Agonopterix purpurea","Haworth, 1811"
811,"Agonopterix scopariella","von Heinemann, 1870"
812,"Agonopterix subpropinquella","Stainton, 1849"
813,"Agonopterix umbellana","Fabricius, 1794"
814,"Agonopterix yeatiana","Fabricius, 1781"
815,"Agonoscena succincta","Heeger, 1856"
816,"Agonoscena targionii","Lichtenstein, 1874"
817,"Agonum dolens","Sahlberg, 1827"
818,"Agonum emarginatum","Gyllenhal, 1827"
819,"Agonum ericeti","Panzer, 1809"
820,"Agonum fuliginosum","Panzer, 1809"
821,"Agonum gracile","Sturm, 1824"
822,"Agonum gracilipes","Duftschmid, 1812"
823,"Agonum impressum","Panzer, 1796"
824,"Agonum lugens","Duftschmid, 1812"
825,"Agonum marginatum","Linnaeus, 1758"
826,"Agonum micans","Nicolai, 1822"
827,"Agonum muelleri","Herbst, 1784"
828,"Agonum munsteri","Hellén, 1935"
829,"Agonum nigrum","Dejean, 1828"
830,"Agonum piceum","Linnaeus, 1758"
831,"Agonum scitulum","Dejean, 1828"
832,"Agonum sexpunctatum","Linnaeus, 1758"
833,"Agonum thoreyi","Dejean, 1828"
834,"Agonum versutum","Sturm, 1824"
835,"Agonum viduum","Panzer, 1796"
836,"Agonum viridicupreum","Goeze, 1777"
837,"Agonus cataphractus","Linnaeus, 1758"
838,"Agramma laetum","Fallén, 1807"
839,"Agraylea multipunctata","Curtis, 1834"
840,"Agraylea sexmaculata","Curtis, 1834"
841,"Agria affinis","Fallén, 1817"
842,"Agria mamillata","Pandellé, 1896"
843,"Agriades optilete","Knoch, 1781"
844,"Agrilus angustulus","Illiger, 1803"
845,"Agrilus anxius","Gory, 1841"
846,"Agrilus ater","Linnaeus, 1767"
847,"Agrilus betuleti","Ratzeburg, 1837"
848,"Agrilus biguttatus","Fabricius, 1777"
849,"Agrilus bilineatus","Weber, 1801"
850,"Agrilus convexicollis","Redtenbacher, 1849"
851,"Agrilus cuprescens","Ménétriés, 1832"
852,"Agrilus cyanescens","Ratzeburg, 1837"
853,"Agrilus laticornis","Illiger, 1803"
854,"Agrilus olivicolor","Kiesenwetter, 1857"
855,"Agrilus planipennis","Fairmaire, 1888"
856,"Agrilus pratensis","Ratzeburg, 1837"
857,"Agrilus sinuatus","Olivier, 1790"
858,"Agrilus subauratus","Gebler, 1833"
859,"Agrilus sulcicollis","Lacordaire, 1835"
860,"Agrilus viridis","Linnaeus, 1758"
861,"Agriopis aurantiaria","Hübner, 1799"
862,"Agriopis leucophaearia","Denis & Schiffermüller, 1775"
863,"Agriopis marginaria","Fabricius, 1776"
864,"Agriotes acuminatus","Stephens, 1830"
865,"Agriotes gallicus","Lacordaire, 1835"
866,"Agriotes lineatus","Linnaeus, 1767"
867,"Agriotes obscurus","Linnaeus, 1758"
868,"Agriotes pallidulus","Illiger, 1807"
869,"Agriotes pilosellus","Schönherr, 1817"
870,"Agriotes sordidus","Illiger, 1807"
871,"Agriotes sputator","Linnaeus, 1758"
872,"Agriotes ustulatus","Schaller, 1783"
873,"Agriphila deliella","Hübner, 1813"
874,"Agriphila geniculea","Haworth, 1811"
875,"Agriphila inquinatella","Denis & Schiffermüller, 1775"
876,"Agriphila latistria","Haworth, 1811"
877,"Agriphila selasella","Hübner, 1813"
878,"Agriphila straminella","Denis & Schiffermüller, 1775"
879,"Agriphila tristella","Denis & Schiffermüller, 1775"
880,"Agrius convolvuli","Linnaeus, 1758"
881,"Agrochola circellaris","Hufnagel, 1766"
882,"Agrochola helvola","Linnaeus, 1758"
883,"Agrochola litura","Linnaeus, 1758"
884,"Agrochola lota","Clerck, 1759"
885,"Agrochola lunosa","Haworth, 1809"
886,"Agrochola lychnidis","Denis & Schiffermüller, 1775"
887,"Agrochola macilenta","Hübner, 1809"
888,"Agrochola nitida","Denis & Schiffermüller, 1775"
889,"Agroeca brunnea","Blackwall, 1833"
890,"Agroeca cuprea","Menge, 1873"
891,"Agroeca dentigera","Kulczynski, 1913"
892,"Agroeca inopina","Cambridge, 1886"
893,"Agroeca lusatica","Koch, 1875"
894,"Agroeca proxima","Cambridge, 1871"
895,"Agromyza abdita","L. Papp, 2015"
896,"Agromyza abiens","Zetterstedt, 1848"
897,"Agromyza albipennis","Meigen, 1830"
898,"Agromyza albitarsis","Meigen, 1830"
899,"Agromyza alnibetulae","Hendel, 1931"
900,"Agromyza alnivora","Spencer, 1969"
901,"Agromyza alunulata","Hendel, 1931"
902,"Agromyza ambigua","Fallén, 1823"
903,"Agromyza anthracina","Meigen, 1830"
904,"Agromyza bicophaga","Hering, 1925"
905,"Agromyza bromi","Spencer, 1966"
906,"Agromyza cinerascens","Macquart, 1835"
907,"Agromyza demeijerei","Hendel, 1920"
908,"Agromyza erythrocephala","Hendel, 1920"
909,"Agromyza ferruginosa","Van der Wulp, 1871"
910,"Agromyza filipendulae","Spencer, 1976"
911,"Agromyza flaviceps","Fallén, 1823"
912,"Agromyza flavipennis","Hendel, 1920"
913,"Agromyza frontella","Rondani, 1875"
914,"Agromyza hendeli","Griffiths, 1963"
915,"Agromyza idaeiana","Hardy, 1853"
916,"Agromyza igniceps","Hendel, 1920"
917,"Agromyza intermittens","Becker, 1907"
918,"Agromyza johannae","De Meijere, 1924"
919,"Agromyza lathyri","Hendel, 1923"
920,"Agromyza lucida","Hendel, 1920"
921,"Agromyza mobilis","Meigen, 1830"
922,"Agromyza nana","Meigen, 1830"
923,"Agromyza nigrella","Rondani, 1875"
924,"Agromyza nigrescens","Hendel, 1920"
925,"Agromyza nigripes","Meigen, 1830"
926,"Agromyza phragmitidis","Hendel, 1922"
927,"Agromyza prespana","Spencer, 1957"
928,"Agromyza pseudoreptans","Nowakowski, 1967"
929,"Agromyza reptans","Fallén, 1823"
930,"Agromyza riparia","Van der Wulp, 1871"
931,"Agromyza rondensis","Strobl, 1900"
932,"Agromyza ruficornis","Macquart, 1835"
933,"Agromyza rufipes","Meigen, 1830"
934,"Agromyza salicina","Hendel, 1922"
935,"Agromyza seticercus","L. Papp, 2015"
936,"Agromyza spiraeoidarum","Hering, 1954"
937,"Agromyza sulfuriceps","Strobl, 1898"
938,"Agromyza vicifoliae","Hering, 1932"
939,"Agropsar sturninus","Pallas, 1776"
940,"Agrostothrips guillarmodi","Hood"
941,"Agrotera nemoralis","Scopoli, 1763"
942,"Agrothereutes abbreviatus","Fabricius, 1794"
943,"Agrothereutes adustus","Gravenhorst, 1829"
944,"Agrothereutes fumipennis","Gravenhorst, 1829"
945,"Agrothereutes mandator","Linnaeus, 1758"
946,"Agrotis cinerea","Denis & Schiffermüller, 1775"
947,"Agrotis clavis","Hufnagel, 1766"
948,"Agrotis exclamationis","Linnaeus, 1758"
949,"Agrotis ipsilon","Hufnagel, 1766"
950,"Agrotis puta","Hübner, 1803"
951,"Agrotis ripae","Hübner, 1823"
952,"Agrotis segetum","Denis & Schiffermüller, 1775"
953,"Agrotis trux","Hübner, 1824"
954,"Agrotis vestigialis","Hufnagel, 1766"
955,"Agrypnia obsoleta","Hagen, 1864"
956,"Agrypnia pagetana","Curtis, 1835"
957,"Agrypnia varia","Fabricius, 1793"
958,"Agrypnus murina","Linnaeus, 1758"
959,"Agrypon anomelas","Gravenhorst, 1829"
960,"Agrypon anxium","Wesmael, 1849"
961,"Agrypon batis","Ratzeburg, 1855"
962,"Agrypon canaliculatum","Ratzeburg, 1844"
963,"Agrypon clandestinum","Gravenhorst, 1829"
964,"Agrypon flaveolatum","Gravenhorst, 1807"
965,"Agrypon flexorium","Thunberg, 1824"
966,"Agrypon interstitiale","Schnee, 1989"
967,"Agrypon varitarsum","Wesmael, 1849"
968,"Aguriahana pictilis","Stål, 1853"
969,"Aguriahana stellulata","Burmeister, 1841"
970,"Agyneta affinis","Kulczynski, 1898"
971,"Agyneta cauta","Cambridge, 1902"
972,"Agyneta conigera","Cambridge, 1863"
973,"Agyneta decora","Cambridge, 1871"
974,"Agyneta innotabilis","Cambridge, 1863"
975,"Agyneta mollis","Cambridge, 1871"
976,"Agyneta ramosa","Jackson, 1912"
977,"Agyneta rurestris","Koch, 1836"
978,"Agyneta saxatilis","Blackwall, 1844"
979,"Agyneta subtilis","Cambridge, 1863"
980,"Agyrtes bicolor","Laporte, 1840"
981,"Agyrtes castaneus","Fabricius, 1793"
982,"Ahasverus advena","Waltl, 1834"
983,"Ahasverus excisus","Reitter, 1876"
984,"Aix galericulata","Linnaeus, 1758"
985,"Aix sponsa","Linnaeus, 1758"
986,"Aizobius sedi","Germar, 1818"
987,"Akanthophoreus gracilis","Krøyer, 1842"
988,"Aktedrilus monospermathecus","Knöllner, 1935"
989,"Alabidocarpus intercalatus","Fain, 1971"
990,"Alabonia geoffrella","Linnaeus, 1767"
991,"Alaimus elongatus","De Man, 1906"
992,"Alaimus meyli","Andrássy, 1961"
993,"Alaimus mucronatus","Altherr, 1950"
994,"Alaimus parvus","Thorne, 1939"
995,"Alaimus primitivus","De Man, 1880"
996,"Alaimus proximus","Thorne, 1939"
997,"Alaimus simplex","Cobb, 1914"
998,"Alaptus extremus","Soyka, 1939"
999,"Alaptus foersteri","Soyka, 1939"
1000,"Alaptus maidli","Soyka, 1939"
1001,"Alaptus minimus","Westwood, 1839"
1002,"Alaptus pallidicornis","Foerster, 1856"
1003,"Alaptus stammeri","Soyka, 1939"
1004,"Alaria alata","Goeze, 1782"
1005,"Alauda arvensis","Linnaeus, 1758"
1006,"Albia davidsi","Smit & Van der Hammen, 1992"
1007,"Albia stationis","Thon, 1899"
1008,"Alboglossiphonia heteroclita","Linnaeus, 1761"
1009,"Alboglossiphonia hyalina","Müller, 1774"
1010,"Alboglossiphonia striata","Apáthy, 1888"
1011,"Alburnoides bipunctatus","Bloch, 1782"
1012,"Alburnus alburnus","Linnaeus, 1758"
1013,"Alca torda","Linnaeus, 1758"
1014,"Alcataenia micracantha","Krabbe, 1869"
1015,"Alcedo atthis","Linnaeus, 1758"
1016,"Alcedoffula alcedinis","Denny, 1842"
1017,"Alcima orbitale","Gravenhorst, 1829"
1018,"Alcis bastelbergeri","Hirschke, 1908"
1019,"Alcis jubata","Thunberg, 1788"
1020,"Alcis repandata","Linnaeus, 1758"
1021,"Alcyonidioides albidum","Alder, 1857"
1022,"Alcyonidioides mytili","Dalyell, 1848"
1023,"Alcyonidium condylocinereum","Porter, 2004"
1024,"Alcyonidium diaphanum","Hudson Lamouroux"
1025,"Alcyonidium gelatinosum","Linnaeus, 1761"
1026,"Alcyonidium hirsutum","Fleming, 1828"
1027,"Alcyonidium hydrocoalitum","Porter, 2004"
1028,"Alcyonidium mamillatum","Alder, 1857"
1029,"Alcyonidium parasiticum","Fleming, 1828"
1030,"Alcyonidium polyoum","Hassall, 1841"
1031,"Alcyonium digitatum","Linnaeus, 1758"
1032,"Alderia modesta","Lovén, 1844"
1033,"Alebra albostriella","Fallén, 1826"
1034,"Alebra coryli","Le Quesne, 1977"
1035,"Alebra neglecta","Wagner, 1940"
1036,"Alebra wahlbergi","Boheman, 1845"
1037,"Alectoris chukar","Gray, 1830"
1038,"Alectoris rufa","Linnaeus, 1758"
1039,"Aleimma loeflingiana","Linnaeus, 1758"
1040,"Aleiodes albitibia","Herrich-Schäffer, 1838"
1041,"Aleiodes alternator","Nees, 1834"
1042,"Aleiodes angustipterus","Van Achterberg & Shaw, 2016"
1043,"Aleiodes assimilis","Nees, 1811"
1044,"Aleiodes bicolor","Spinola, 1808"
1045,"Aleiodes borealis","Thomson, 1892"
1046,"Aleiodes cantherius","Lyle, 1919"
1047,"Aleiodes circumscriptus","Nees, 1834"
1048,"Aleiodes compressor","Herrich-Schäffer, 1838"
1049,"Aleiodes coxalis","Spinola, 1808"
1050,"Aleiodes cruentus","Nees, 1834"
1051,"Aleiodes diarsianae","Van Achterberg & Shaw, 2016"
1052,"Aleiodes dispar","Haliday, 1833"
1053,"Aleiodes dissector","Nees, 1834"
1054,"Aleiodes esenbeckii","Hartig, 1838"
1055,"Aleiodes excavatus","Telenga, 1941"
1056,"Aleiodes fortipes","Reinhard, 1863"
1057,"Aleiodes gastritor","Thunberg, 1822"
1058,"Aleiodes grassator","Thunberg, 1822"
1059,"Aleiodes leptofemur","Van Achterberg & Shaw, 2016"
1060,"Aleiodes modestus","Reinhard, 1863"
1061,"Aleiodes mythimnae","He & Chen, 1988"
